Transaction_ID,Date,Customer_ID,Account_Type,Transaction_Type,Category,Amount,Currency,Description,Location,Balance_After
FIN-21040,2023-03-01,CUST-121,Savings,Expense,Shopping,232685.69,IDR,Expense for Shopping at Medan,Medan,31991458.49
FIN-21041,2023-05-21,CUST-277,Savings,Expense,Utilities,390120.28,IDR,Expense for Utilities at Bandung,Bandung,20692744.56
FIN-21042,2023-10-20,CUST-132,Savings,Expense,Shopping,193040.95,IDR,Expense for Shopping,,34259387.38
FIN-21043,2023-10-12,CUST-237,Investment,Income,Gift,543591.97,IDR,Income for Gift at Denpasar,Denpasar,39097401.56
FIN-21044,2023-04-17,CUST-268,Savings,Income,Gift,10473955.96,IDR,Income for Gift at Bandung,Bandung,25629230.69
FIN-21045,2023-03-04,CUST-110,Checking,Expense,Utilities,96942.72,IDR,Expense for Utilities at Jakarta,Jakarta,5234933.11
FIN-21046,2023-03-05,CUST-229,Credit Card,Expense,Shopping,179887.17,IDR,Expense for Shopping at Surabaya,Surabaya,41357721.91
FIN-21047,2023-06-03,CUST-111,Credit Card,Expense,Insurance,148456.5,IDR,Expense for Insurance at Bandung,Bandung,25181753.06
FIN-21048,2023-11-07,CUST-237,Checking,Expense,Rent,2329851.24,IDR,Expense for Rent at Denpasar,Denpasar,36767550.32
FIN-21049,2023-04-21,CUST-134,Checking,Expense,Dining Out,107821.45,IDR,Expense for Dining Out at Bandung,Bandung,32557446.6
FIN-21050,2023-05-14,CUST-197,Checking,Expense,Groceries,475133.22,IDR,Expense for Groceries at Surabaya,Surabaya,25890000.78
FIN-21051,2023-10-02,CUST-152,Savings,Expense,Dining Out,497911.67,IDR,Expense for Dining Out at Bandung,Bandung,14414806.25
FIN-21052,2023-10-16,CUST-268,Checking,Expense,Utilities,323196.74,IDR,Expense for Utilities at Semarang,Semarang,25306033.96
FIN-21053,2023-05-07,CUST-119,Credit Card,Income,Salary,15259688.71,IDR,Income for Salary at Jakarta,Jakarta,18046338.18
FIN-21054,2023-07-05,CUST-185,Credit Card,Income,Bonus,280910.32,IDR,Income for Bonus at Surabaya,Surabaya,13154126.68
FIN-21055,2023-07-13,CUST-126,Savings,Income,Investment Return,1218771.39,IDR,Income for Investment Return at Bandung,Bandung,10223038.9
FIN-21056,2023-12-25,CUST-246,Credit Card,Expense,Education,108075.49,IDR,Expense for Education at Denpasar,Denpasar,28774398.65
FIN-21057,2023-07-19,CUST-146,Credit Card,Expense,Shopping,556154.98,IDR,Expense for Shopping at Semarang,Semarang,2254301.8
FIN-21058,2023-03-07,CUST-166,Savings,Expense,Utilities,660987.31,IDR,Expense for Utilities at Bandung,Bandung,21455598.78
FIN-21059,2023-01-28,CUST-285,Credit Card,Expense,Transportation,355196.85,IDR,Expense for Transportation at Medan,Medan,11999828.46
FIN-21060,2023-07-01,CUST-219,Credit Card,Expense,Healthcare,525388.72,IDR,Expense for Healthcare at Surabaya,Surabaya,8639038.29
FIN-21061,2023-06-06,CUST-262,Savings,Transfer,External Transfer,772872.62,IDR,Transfer for External Transfer at Jakarta,Jakarta,14826271.84
FIN-21062,2023-05-03,CUST-123,Checking,Expense,Groceries,384534.26,IDR,Expense for Groceries at Denpasar,Denpasar,8473059.95
FIN-21063,2023-01-06,CUST-208,Checking,Expense,Shopping,688270.65,IDR,Expense for Shopping at Jakarta,Jakarta,23953085.92
FIN-21064,2023-07-27,CUST-103,Checking,Transfer,Internal Transfer,717018.47,IDR,Transfer for Internal Transfer at Surabaya,Surabaya,13308477.97
FIN-21065,2023-12-05,CUST-235,Savings,Expense,Utilities,677776.95,IDR,Expense for Utilities at Surabaya,Surabaya,25176914.32
FIN-21066,2023-03-31,CUST-119,Credit Card,Expense,Shopping,359758.62,IDR,Expense for Shopping at Surabaya,Surabaya,17686579.56
FIN-21067,2023-07-11,CUST-128,Credit Card,Transfer,Internal Transfer,833409.14,IDR,Transfer for Internal Transfer at Bandung,Bandung,41261936.53
FIN-21068,2023-06-03,CUST-223,Credit Card,Expense,Rent,4083090.03,IDR,Expense for Rent at Bandung,Bandung,23029934.17
FIN-21069,2023-11-26,CUST-231,Savings,Transfer,External Transfer,1003826.43,IDR,Transfer for External Transfer at Bandung,Bandung,5363085.92
FIN-21070,2023-07-01,CUST-127,Savings,Expense,Utilities,6120711.12,IDR,Expense for Utilities at Surabaya,Surabaya,26559305.46
FIN-21071,2023-02-13,CUST-235,Checking,Expense,Insurance,16841.35,IDR,Expense for Insurance at Medan,Medan,25160072.97
FIN-21072,2023-07-22,CUST-195,Credit Card,Expense,Utilities,541063.11,IDR,Expense for Utilities at Makassar,Makassar,33566499.98
FIN-21073,2023-08-13,CUST-141,Checking,Expense,Healthcare,15752.12,IDR,Expense for Healthcare at Jakarta,Jakarta,6754497.4
FIN-21074,2023-04-08,CUST-172,Savings,Income,Freelance,746484.75,IDR,Income for Freelance at Surabaya,Surabaya,40328223.8
FIN-21075,2023-09-03,CUST-270,Credit Card,Income,Freelance,554622.44,IDR,Income for Freelance at Bandung,Bandung,46852733.84
FIN-21076,2023-07-24,CUST-228,Investment,Income,Salary,16890694.35,IDR,Income for Salary at Jakarta,Jakarta,71327369.77
FIN-21077,2023-12-17,CUST-160,Savings,Expense,Entertainment,435368.4,IDR,Expense for Entertainment,,49245497.59
FIN-21078,2023-09-03,CUST-174,Credit Card,Expense,Healthcare,255269.83,IDR,Expense for Healthcare at Surabaya,Surabaya,30970863.43
FIN-21079,2023-05-24,CUST-296,Savings,Expense,Transportation,349848.7,IDR,Expense for Transportation at Denpasar,Denpasar,29670668.03
FIN-21080,2023-02-22,CUST-279,Checking,Income,Gift,632618.83,IDR,Income for Gift at Medan,Medan,34643805.83
FIN-21081,2023-01-20,CUST-170,Checking,Transfer,External Transfer,27484.73,IDR,Transfer for External Transfer at Medan,Medan,13128585.48
FIN-21082,2023-07-28,CUST-234,Credit Card,Expense,Transportation,149798.86,IDR,Expense for Transportation at Medan,Medan,6049939.04
FIN-21083,2023-11-26,CUST-113,Credit Card,Income,Investment Return,633056.29,IDR,Income for Investment Return at Bandung,Bandung,12439159.3
FIN-21084,2023-01-25,CUST-146,Savings,Income,Investment Return,502757.35,IDR,Income for Investment Return at Jakarta,Jakarta,2757059.14
FIN-21085,2023-08-09,CUST-147,Credit Card,Transfer,External Transfer,340939.33,IDR,Transfer for External Transfer at Makassar,Makassar,13572313.99
FIN-21086,2023-10-10,CUST-297,Checking,Expense,Entertainment,745502.7,IDR,Expense for Entertainment at Surabaya,Surabaya,1054816.96
FIN-21087,2023-11-29,CUST-170,Checking,Expense,Groceries,449237.21,IDR,Expense for Groceries at Jakarta,Jakarta,12679348.27
FIN-21088,2023-01-22,CUST-250,Checking,Income,Freelance,926245.63,IDR,Income for Freelance at Bandung,Bandung,48544716.34
FIN-21089,2023-06-04,CUST-285,Investment,Transfer,Internal Transfer,538221.98,IDR,Transfer for Internal Transfer at Medan,Medan,11461606.48
FIN-21090,2023-10-09,CUST-282,Credit Card,Expense,Shopping,975374.9,IDR,Expense for Shopping at Makassar,Makassar,46006644.91
FIN-21091,2023-03-02,CUST-211,Savings,Expense,Shopping,932019.0,IDR,Expense for Shopping,,13536676.41
FIN-21092,2023-11-03,CUST-170,Checking,Expense,Education,70185.46,IDR,Expense for Education at Denpasar,Denpasar,12609162.81
FIN-21093,2023-07-23,CUST-226,Savings,Income,Gift,390308.92,IDR,Income for Gift at Bandung,Bandung,18609262.32
FIN-21094,2023-04-16,CUST-147,Savings,Income,Bonus,8942874.41,IDR,Income for Bonus at Semarang,Semarang,22515188.41
FIN-21095,2023-08-22,CUST-228,Credit Card,Expense,Transportation,183363.66,IDR,Expense for Transportation at Surabaya,Surabaya,71144006.11
FIN-21096,2023-01-24,CUST-236,Checking,Expense,Utilities,942625.54,IDR,Expense for Utilities at Denpasar,Denpasar,6399678.06
FIN-21097,2023-01-27,CUST-264,Checking,Transfer,Internal Transfer,8088734.62,IDR,Transfer for Internal Transfer at Semarang,Semarang,29915619.5
FIN-21098,2023-07-08,CUST-183,Savings,Transfer,External Transfer,724858.8,IDR,Transfer for External Transfer at Bandung,Bandung,39171290.04
FIN-21099,2023-01-30,CUST-260,Savings,Expense,Transportation,378714.5,IDR,Expense for Transportation at Jakarta,Jakarta,10744749.44
FIN-21100,2023-10-03,CUST-268,Savings,Expense,Healthcare,946199.74,IDR,Expense for Healthcare at Semarang,Semarang,24359834.22
FIN-21101,2023-10-10,CUST-152,Investment,Expense,Dining Out,141763.38,IDR,Expense for Dining Out at Medan,Medan,14273042.87
FIN-21102,2023-03-21,CUST-214,Checking,Expense,Healthcare,374953.61,IDR,Expense for Healthcare at Surabaya,Surabaya,44263139.22
FIN-21103,2023-08-24,CUST-147,Checking,Income,Freelance,943921.51,IDR,Income for Freelance at Bandung,Bandung,23459109.92
FIN-21104,2023-03-25,CUST-145,Investment,Expense,Transportation,81254.35,IDR,Expense for Transportation at Makassar,Makassar,14017318.16
FIN-21105,2023-07-26,CUST-125,Checking,Expense,Rent,3611527.31,IDR,Expense for Rent,,13390585.66
FIN-21106,2023-01-07,CUST-295,Savings,Income,Salary,9014847.15,IDR,Income for Salary at Denpasar,Denpasar,49207728.47
FIN-21107,2023-01-05,CUST-127,Credit Card,Expense,Groceries,141044.74,IDR,Expense for Groceries at Medan,Medan,26418260.72
FIN-21108,2023-03-25,CUST-178,Credit Card,Expense,Transportation,75143.98,IDR,Expense for Transportation at Jakarta,Jakarta,16418797.48
FIN-21109,2023-01-11,CUST-111,Savings,Expense,Groceries,280194.09,IDR,Expense for Groceries at Surabaya,Surabaya,24901558.97
FIN-21110,2023-01-13,CUST-158,Investment,Expense,Entertainment,658810.95,IDR,Expense for Entertainment at Medan,Medan,9755823.22
FIN-21111,2023-12-18,CUST-283,Savings,Expense,Groceries,151035.11,IDR,Expense for Groceries at Jakarta,Jakarta,3819030.41
FIN-21112,2023-11-12,CUST-185,Savings,Expense,Groceries,453013.92,IDR,Expense for Groceries at Semarang,Semarang,12701112.75
FIN-21113,2023-06-21,CUST-253,Checking,Expense,Utilities,894186.38,IDR,Expense for Utilities at Bandung,Bandung,37361373.21
FIN-21114,2023-06-28,CUST-126,Credit Card,Transfer,External Transfer,933553.02,IDR,Transfer for External Transfer at Jakarta,Jakarta,9289485.88
FIN-21115,2023-01-02,CUST-138,Checking,Expense,Healthcare,452228.44,IDR,Expense for Healthcare at Denpasar,Denpasar,42791388.3
FIN-21116,2023-02-04,CUST-128,Investment,Transfer,External Transfer,153221.14,IDR,Transfer for External Transfer at Denpasar,Denpasar,41108715.39
FIN-21117,2023-07-17,CUST-190,Credit Card,Expense,Insurance,696486.63,IDR,Expense for Insurance at Bandung,Bandung,7921665.65
FIN-21118,2023-03-12,CUST-267,Checking,Expense,Shopping,502131.27,IDR,Expense for Shopping at Denpasar,Denpasar,31772902.24
FIN-21119,2023-04-28,CUST-198,Savings,Expense,Healthcare,531676.49,IDR,Expense for Healthcare at Surabaya,Surabaya,44767209.14
FIN-21120,2023-12-26,CUST-122,Checking,Expense,Transportation,497257.39,IDR,Expense for Transportation at Surabaya,Surabaya,18993512.2
FIN-21121,2023-02-26,CUST-115,Credit Card,Expense,Utilities,301750.32,IDR,Expense for Utilities at Medan,Medan,26904288.95
FIN-21122,2023-05-05,CUST-153,Checking,Income,Bonus,126063.45,IDR,Income for Bonus at Makassar,Makassar,47029415.09
FIN-21123,2023-01-14,CUST-278,Investment,Expense,Groceries,348236.29,IDR,Expense for Groceries at Denpasar,Denpasar,22431605.63
FIN-21124,2023-03-22,CUST-107,Checking,Expense,Groceries,160270.61,IDR,Expense for Groceries at Medan,Medan,7914165.44
FIN-21125,2023-03-18,CUST-295,Checking,Expense,Utilities,750626.05,IDR,Expense for Utilities at Medan,Medan,48457102.42
FIN-21126,2023-06-22,CUST-213,Savings,Expense,Utilities,69400.79,IDR,Expense for Utilities at Surabaya,Surabaya,9848784.55
FIN-21127,2023-09-15,CUST-141,Savings,Expense,Healthcare,683104.51,IDR,Expense for Healthcare at Denpasar,Denpasar,6071392.89
FIN-21128,2023-05-13,CUST-246,Credit Card,Expense,Healthcare,932135.73,IDR,Expense for Healthcare at Medan,Medan,27842262.92
FIN-21129,2023-03-06,CUST-290,Checking,Expense,Rent,2266172.45,IDR,Expense for Rent at Semarang,Semarang,21091185.8
FIN-21130,2023-11-06,CUST-119,Investment,Expense,Healthcare,828981.14,IDR,Expense for Healthcare at Makassar,Makassar,16857598.42
FIN-21131,2023-08-06,CUST-149,Credit Card,Income,Salary,10440524.44,IDR,Income for Salary at Surabaya,Surabaya,30733763.32
FIN-21132,2023-05-25,CUST-141,Savings,Income,Gift,20867.24,IDR,Income for Gift at Surabaya,Surabaya,6092260.13
FIN-21133,2023-11-23,CUST-108,Checking,Expense,Education,569148.85,IDR,Expense for Education at Jakarta,Jakarta,21819897.81
FIN-21134,2023-01-25,CUST-180,Savings,Transfer,Internal Transfer,980736.21,IDR,Transfer for Internal Transfer at Semarang,Semarang,22922188.55
FIN-21135,2023-04-10,CUST-180,Investment,Expense,Utilities,705630.24,IDR,Expense for Utilities at Makassar,Makassar,22216558.31
FIN-21136,2023-09-15,CUST-125,Checking,Income,Freelance,482183.5,IDR,Income for Freelance at Surabaya,Surabaya,13872769.17
FIN-21137,2023-03-19,CUST-274,Investment,Income,Salary,19292274.42,IDR,Income for Salary at Makassar,Makassar,54963200.12
FIN-21138,2023-12-01,CUST-136,Checking,Transfer,External Transfer,453005.41,IDR,Transfer for External Transfer at Semarang,Semarang,40365683.4
FIN-21139,2023-08-09,CUST-110,Investment,Expense,Education,610808.27,IDR,Expense for Education at Medan,Medan,4624124.83
FIN-21140,2023-02-19,CUST-103,Checking,Expense,Dining Out,296211.22,IDR,Expense for Dining Out at Jakarta,Jakarta,13012266.75
FIN-21141,2023-09-13,CUST-124,Investment,Expense,Dining Out,122662.62,IDR,Expense for Dining Out at Jakarta,Jakarta,48231795.77
FIN-21142,2023-02-06,CUST-145,Investment,Expense,Insurance,978698.92,IDR,Expense for Insurance at Surabaya,Surabaya,13038619.24
FIN-21143,2023-03-05,CUST-245,Investment,Income,Investment Return,861784.51,IDR,Income for Investment Return at Surabaya,Surabaya,15776078.37
FIN-21144,2023-08-14,CUST-193,Credit Card,Expense,Healthcare,510883.01,IDR,Expense for Healthcare at Makassar,Makassar,22598664.82
FIN-21145,2023-01-22,CUST-258,Savings,Expense,Transportation,364885.38,IDR,Expense for Transportation at Jakarta,Jakarta,20315306.06
FIN-21146,2023-05-29,CUST-196,Checking,Expense,Groceries,150373.08,IDR,Expense for Groceries at Bandung,Bandung,68623877.31
FIN-21147,2023-08-27,CUST-219,Investment,Income,Bonus,734460.34,IDR,Income for Bonus at Denpasar,Denpasar,9373498.63
FIN-21148,2023-08-10,CUST-151,Investment,Expense,Entertainment,348999.31,IDR,Expense for Entertainment at Makassar,Makassar,8109674.79
FIN-21149,2023-09-01,CUST-129,Credit Card,Expense,Shopping,164183.71,IDR,Expense for Shopping at Bandung,Bandung,26670570.1
FIN-21150,2023-10-18,CUST-108,Investment,Income,Investment Return,1600162.35,IDR,Income for Investment Return at Surabaya,Surabaya,23420060.15
FIN-21151,2023-01-12,CUST-294,Investment,Expense,Utilities,92755.37,IDR,Expense for Utilities at Bandung,Bandung,31214744.14
FIN-21152,2023-12-31,CUST-215,Investment,Expense,Dining Out,132835.23,IDR,Expense for Dining Out at Medan,Medan,51541677.09
FIN-21153,2023-06-25,CUST-292,Credit Card,Income,Investment Return,1889689.12,IDR,Income for Investment Return at Denpasar,Denpasar,16696533.0
FIN-21154,2023-03-24,CUST-278,Investment,Expense,Education,5928698.81,IDR,Expense for Education at Semarang,Semarang,16502906.82
FIN-21155,2023-04-12,CUST-119,Checking,Expense,Entertainment,24044.91,IDR,Expense for Entertainment at Medan,Medan,16833553.51
FIN-21156,2023-06-12,CUST-129,Investment,Expense,Rent,4958835.12,IDR,Expense for Rent at Makassar,Makassar,21711734.98
FIN-21157,2023-08-19,CUST-263,Savings,Income,Bonus,425974.35,IDR,Income for Bonus at Medan,Medan,45657633.23
FIN-21158,2023-04-21,CUST-189,Checking,Transfer,Internal Transfer,376553.85,IDR,Transfer for Internal Transfer at Bandung,Bandung,5811424.68
FIN-21159,2023-09-15,CUST-131,Investment,Expense,Insurance,419913.19,IDR,Expense for Insurance at Medan,Medan,36921122.2
FIN-21160,2023-09-25,CUST-295,Credit Card,Income,Bonus,464235.33,IDR,Income for Bonus at Surabaya,Surabaya,48921337.75
FIN-21161,2023-10-05,CUST-211,Investment,Expense,Healthcare,637766.16,IDR,Expense for Healthcare at Denpasar,Denpasar,12898910.25
FIN-21162,2023-02-20,CUST-122,Savings,Income,Salary,14243905.57,IDR,Income for Salary at Denpasar,Denpasar,33237417.77
FIN-21163,2023-11-16,CUST-239,Savings,Expense,Shopping,585421.25,IDR,Expense for Shopping at Medan,Medan,9360114.84
FIN-21164,2023-04-19,CUST-157,Investment,Expense,Groceries,138002.11,IDR,Expense for Groceries at Denpasar,Denpasar,38360651.35
FIN-21165,2023-08-26,CUST-205,Investment,Income,Investment Return,1586172.5,IDR,Income for Investment Return at Makassar,Makassar,34180197.16
FIN-21166,2023-05-16,CUST-178,Investment,Expense,Rent,4650655.39,IDR,Expense for Rent,,11768142.09
FIN-21167,2023-03-20,CUST-195,Credit Card,Expense,Education,992900.83,IDR,Expense for Education at Surabaya,Surabaya,32573599.15
FIN-21168,2023-11-12,CUST-264,Investment,Expense,Education,434811.42,IDR,Expense for Education at Makassar,Makassar,29480808.08
FIN-21169,2023-03-30,CUST-203,Credit Card,Expense,Healthcare,238659.81,IDR,Expense for Healthcare at Jakarta,Jakarta,24001877.32
FIN-21170,2023-11-20,CUST-247,Investment,Expense,Dining Out,426802.05,IDR,Expense for Dining Out at Jakarta,Jakarta,52450740.1
FIN-21171,2023-02-17,CUST-106,Investment,Income,Gift,161518.13,IDR,Income for Gift at Jakarta,Jakarta,48008441.28
FIN-21172,2023-10-20,CUST-197,Savings,Expense,Utilities,983580.05,IDR,Expense for Utilities at Surabaya,Surabaya,24906420.73
FIN-21173,2023-05-03,CUST-267,Checking,Expense,Shopping,842052.23,IDR,Expense for Shopping at Medan,Medan,30930850.01
FIN-21174,2023-05-14,CUST-268,Savings,Expense,Utilities,631163.63,IDR,Expense for Utilities at Jakarta,Jakarta,23728670.59
FIN-21175,2023-02-26,CUST-217,Savings,Income,Investment Return,597789.88,IDR,Income for Investment Return at Denpasar,Denpasar,34926303.04
FIN-21176,2023-07-05,CUST-153,Investment,Income,Salary,11206176.92,IDR,Income for Salary at Surabaya,Surabaya,58235592.01
FIN-21177,2023-12-18,CUST-207,Investment,Expense,Insurance,810463.56,IDR,Expense for Insurance,,21882317.77
FIN-21178,2023-04-02,CUST-268,Savings,Income,Investment Return,1988105.2,IDR,Income for Investment Return at Semarang,Semarang,25716775.78
FIN-21179,2023-01-03,CUST-140,Credit Card,Transfer,Internal Transfer,610049.67,IDR,Transfer for Internal Transfer at Denpasar,Denpasar,35718118.1
FIN-21180,2023-03-20,CUST-155,Credit Card,Income,Bonus,39202.64,IDR,Income for Bonus at Makassar,Makassar,33536911.2
FIN-21181,2023-03-06,CUST-168,Credit Card,Expense,Groceries,206849.02,IDR,Expense for Groceries at Makassar,Makassar,7201519.1
FIN-21182,2023-09-11,CUST-211,Investment,Transfer,External Transfer,181229.92,IDR,Transfer for External Transfer at Bandung,Bandung,12717680.33
FIN-21183,2023-07-21,CUST-126,Credit Card,Income,Bonus,954224.45,IDR,Income for Bonus at Medan,Medan,10243710.34
FIN-21184,2023-11-02,CUST-291,Credit Card,Expense,Education,116483.52,IDR,Expense for Education at Bandung,Bandung,12317247.83
FIN-21185,2023-07-11,CUST-261,Savings,Expense,Rent,4853341.04,IDR,Expense for Rent at Semarang,Semarang,26940150.46
FIN-21186,2023-11-27,CUST-235,Credit Card,Expense,Groceries,130956.91,IDR,Expense for Groceries at Bandung,Bandung,25029116.07
FIN-21187,2023-05-06,CUST-118,Checking,Expense,Entertainment,153589.28,IDR,Expense for Entertainment,,44738430.26
FIN-21188,2023-12-19,CUST-102,Credit Card,Expense,Education,797287.03,IDR,Expense for Education at Medan,Medan,5747212.34
FIN-21189,2023-05-26,CUST-254,Checking,Expense,Groceries,302431.42,IDR,Expense for Groceries at Denpasar,Denpasar,16163333.82
FIN-21190,2023-12-10,CUST-119,Investment,Expense,Healthcare,324605.46,IDR,Expense for Healthcare at Denpasar,Denpasar,16508948.04
FIN-21191,2023-09-10,CUST-227,Savings,Transfer,External Transfer,128066.43,IDR,Transfer for External Transfer at Semarang,Semarang,48201578.89
FIN-21192,2023-07-16,CUST-160,Savings,Expense,Education,988075.22,IDR,Expense for Education at Denpasar,Denpasar,48257422.37
FIN-21193,2023-07-26,CUST-109,Savings,Expense,Rent,1743089.4,IDR,Expense for Rent at Makassar,Makassar,4500350.21
FIN-21194,2023-06-04,CUST-170,Credit Card,Expense,Healthcare,88969.54,IDR,Expense for Healthcare at Jakarta,Jakarta,12520193.28
FIN-21195,2023-07-21,CUST-176,Investment,Expense,Groceries,429384.04,IDR,Expense for Groceries at Surabaya,Surabaya,39807669.38
FIN-21196,2023-01-25,CUST-102,Checking,Income,Investment Return,1736638.66,IDR,Income for Investment Return at Jakarta,Jakarta,7483851.0
FIN-21197,2023-04-08,CUST-285,Credit Card,Expense,Shopping,989669.38,IDR,Expense for Shopping at Bandung,Bandung,10471937.1
FIN-21198,2023-01-23,CUST-128,Savings,Transfer,Internal Transfer,271089.86,IDR,Transfer for Internal Transfer at Medan,Medan,40837625.53
FIN-21199,2023-05-19,CUST-278,Checking,Transfer,External Transfer,128702.41,IDR,Transfer for External Transfer at Semarang,Semarang,16374204.42
FIN-21200,2023-07-31,CUST-263,Investment,Expense,Shopping,532313.04,IDR,Expense for Shopping at Bandung,Bandung,45125320.19
FIN-21201,2023-06-14,CUST-297,Investment,Expense,Dining Out,394790.89,IDR,Expense for Dining Out at Denpasar,Denpasar,660026.06
FIN-21202,2023-05-05,CUST-268,Checking,Expense,Groceries,487294.34,IDR,Expense for Groceries,,25229481.44
FIN-21203,2023-04-21,CUST-219,Investment,Income,Salary,10106752.09,IDR,Income for Salary at Semarang,Semarang,19480250.73
FIN-21204,2023-06-10,CUST-294,Credit Card,Expense,Utilities,849328.91,IDR,Expense for Utilities at Bandung,Bandung,30365415.23
FIN-21205,2023-07-17,CUST-215,Checking,Expense,Transportation,80887.69,IDR,Expense for Transportation at Denpasar,Denpasar,51460789.4
FIN-21206,2023-10-23,CUST-265,Savings,Income,Salary,16175389.9,IDR,Income for Salary at Surabaya,Surabaya,32915775.54
FIN-21207,2023-05-17,CUST-107,Investment,Expense,Insurance,358437.26,IDR,Expense for Insurance at Bandung,Bandung,7555728.19
FIN-21208,2023-08-09,CUST-154,Checking,Expense,Healthcare,512847.56,IDR,Expense for Healthcare at Jakarta,Jakarta,31488721.5
FIN-21209,2023-01-26,CUST-266,Investment,Expense,Healthcare,201992.31,IDR,Expense for Healthcare at Bandung,Bandung,32761796.38
FIN-21210,2023-09-29,CUST-255,Investment,Expense,Groceries,356522.24,IDR,Expense for Groceries at Surabaya,Surabaya,14474644.78
FIN-21211,2023-02-28,CUST-113,Savings,Expense,Transportation,79631.32,IDR,Expense for Transportation at Semarang,Semarang,12359527.98
FIN-21212,2023-12-25,CUST-283,Investment,Expense,Groceries,148949.73,IDR,Expense for Groceries at Medan,Medan,3670080.67
FIN-21213,2023-04-16,CUST-143,Checking,Expense,Dining Out,367634.01,IDR,Expense for Dining Out,,12843241.72
FIN-21214,2023-04-05,CUST-228,Investment,Expense,Transportation,126604.66,IDR,Expense for Transportation at Bandung,Bandung,71017401.45
FIN-21215,2023-08-22,CUST-136,Savings,Expense,Healthcare,340713.61,IDR,Expense for Healthcare at Jakarta,Jakarta,40024969.79
FIN-21216,2023-03-29,CUST-273,Savings,Expense,Insurance,587327.27,IDR,Expense for Insurance at Jakarta,Jakarta,35167627.89
FIN-21217,2023-01-24,CUST-104,Credit Card,Expense,Shopping,508115.01,IDR,Expense for Shopping at Jakarta,Jakarta,55022620.42
FIN-21218,2023-06-05,CUST-288,Credit Card,Expense,Entertainment,989895.19,IDR,Expense for Entertainment at Bandung,Bandung,9663208.27
FIN-21219,2023-08-23,CUST-103,Credit Card,Expense,Entertainment,892458.69,IDR,Expense for Entertainment at Denpasar,Denpasar,12119808.06
FIN-21220,2023-11-02,CUST-223,Savings,Expense,Shopping,730933.39,IDR,Expense for Shopping at Denpasar,Denpasar,22299000.78
FIN-21221,2023-04-23,CUST-268,Checking,Expense,Rent,2355287.32,IDR,Expense for Rent at Bandung,Bandung,22874194.12
FIN-21222,2023-04-16,CUST-290,Savings,Income,Freelance,642346.42,IDR,Income for Freelance at Makassar,Makassar,21733532.21
FIN-21223,2023-10-06,CUST-215,Checking,Expense,Entertainment,889114.95,IDR,Expense for Entertainment at Bandung,Bandung,50571674.45
FIN-21224,2023-06-08,CUST-148,Savings,Expense,Entertainment,835829.85,IDR,Expense for Entertainment at Semarang,Semarang,31763353.56
FIN-21225,2023-06-27,CUST-173,Savings,Transfer,External Transfer,927960.7,IDR,Transfer for External Transfer at Semarang,Semarang,15496244.64
FIN-21226,2023-05-29,CUST-259,Checking,Expense,Dining Out,79077.42,IDR,Expense for Dining Out at Surabaya,Surabaya,14995922.82
FIN-21227,2023-05-25,CUST-251,Savings,Income,Investment Return,109671.47,IDR,Income for Investment Return at Jakarta,Jakarta,31614897.54
FIN-21228,2023-05-09,CUST-135,Credit Card,Expense,Shopping,668672.74,IDR,Expense for Shopping at Jakarta,Jakarta,26996136.9
FIN-21229,2024-01-01,CUST-169,Checking,Transfer,Internal Transfer,437730.28,IDR,Transfer for Internal Transfer at Jakarta,Jakarta,15405379.42
FIN-21230,2023-08-31,CUST-190,Checking,Expense,Healthcare,428337.65,IDR,Expense for Healthcare at Bandung,Bandung,7493328.0
FIN-21231,2023-06-04,CUST-252,Credit Card,Income,Freelance,682133.98,IDR,Income for Freelance at Makassar,Makassar,23050613.34
FIN-21232,2023-04-13,CUST-164,Checking,Expense,Transportation,185478.02,IDR,Expense for Transportation at Makassar,Makassar,58919312.05
FIN-21233,2023-08-25,CUST-239,Checking,Expense,Healthcare,105081.88,IDR,Expense for Healthcare at Semarang,Semarang,9255032.96
FIN-21234,2023-12-17,CUST-282,Credit Card,Expense,Healthcare,471887.03,IDR,Expense for Healthcare at Semarang,Semarang,45534757.87
FIN-21235,2023-01-14,CUST-296,Investment,Income,Bonus,619056.47,IDR,Income for Bonus at Semarang,Semarang,30289724.5
FIN-21236,2023-07-11,CUST-132,Credit Card,Income,Freelance,134676.48,IDR,Income for Freelance at Denpasar,Denpasar,34394063.86
FIN-21237,2023-09-23,CUST-217,Savings,Income,Investment Return,1676799.15,IDR,Income for Investment Return at Jakarta,Jakarta,36603102.19
FIN-21238,2023-05-29,CUST-244,Investment,Expense,Rent,1925049.38,IDR,Expense for Rent at Makassar,Makassar,20623296.22
FIN-21239,2023-01-28,CUST-279,Checking,Expense,Shopping,743019.88,IDR,Expense for Shopping at Makassar,Makassar,33900785.95
FIN-21240,2023-11-24,CUST-139,Credit Card,Expense,Rent,4319658.96,IDR,Expense for Rent at Jakarta,Jakarta,22481049.91
FIN-21241,2023-01-01,CUST-139,Savings,Expense,Transportation,141932.14,IDR,Expense for Transportation at Medan,Medan,22339117.76
FIN-21242,2023-07-20,CUST-114,Savings,Expense,Insurance,982869.3,IDR,Expense for Insurance at Semarang,Semarang,50003001.13
FIN-21243,2023-05-14,CUST-256,Investment,Expense,Education,131964.57,IDR,Expense for Education,,16239639.02
FIN-21244,2023-03-14,CUST-290,Checking,Income,Gift,208347.53,IDR,Income for Gift at Jakarta,Jakarta,21941879.74
