CustomerID,Gender,Age,Tenure,InternetService,Contract,MonthlyCharges,TotalCharges,Churn
CUST-00959,Female,40,54,No,Month-to-month,34.89,1882.31,No
CUST-00960,Male,31,49,Fiber optic,One year,66.35,3234.94,No
CUST-00961,Male,40,13,DSL,Month-to-month,51.62,656.15,Yes
CUST-00962,Male,36,8,Fiber optic,Month-to-month,77.39,635.13,Yes
CUST-00963,Female,71,10,Fiber optic,Month-to-month,77.33,765.5,Yes
CUST-00964,Male,46,62,No,Month-to-month,22.29,1374.63,Yes
CUST-00965,Male,73,66,Fiber optic,Month-to-month,69.92,4603.81,No
CUST-00966,Male,37,52,Fiber optic,One year,81.8,4239.09,No
CUST-00967,Male,46,38,Fiber optic,Month-to-month,74.26,2816.11,No
CUST-00968,Female,41,55,Fiber optic,Month-to-month,68.52,3772.61,No
CUST-00969,Female,35,27,Fiber optic,One year,67.8,1832.15,No
CUST-00970,Male,27,38,No,Month-to-month,16.53,611.13,No
CUST-00971,Female,58,24,DSL,One year,45.62,1098.25,No
CUST-00972,Male,74,20,DSL,One year,63.13,1264.59,No
CUST-00973,Male,25,9,No,Two year,24.44,230.99,No
CUST-00974,Male,43,42,DSL,One year,60.44,2547.93,No
CUST-00975,Female,46,14,DSL,Month-to-month,55.21,768.79,No
CUST-00976,Female,27,47,Fiber optic,Month-to-month,81.96,3864.36,Yes
CUST-00977,Female,34,20,DSL,Month-to-month,55.28,1103.5,No
CUST-00978,Female,19,59,No,Two year,28.19,1681.82,No
CUST-00979,Female,23,49,Fiber optic,Month-to-month,72.18,3525.37,Yes
CUST-00980,Female,22,22,Fiber optic,Month-to-month,72.39,1574.26,No
CUST-00981,Female,45,12,DSL,Month-to-month,52.23,625.49,Yes
CUST-00982,Female,58,68,DSL,Two year,64.61,4386.56,No
CUST-00983,Female,22,3,Fiber optic,Month-to-month,81.59,258.17,Yes
CUST-00984,Male,35,71,Fiber optic,Two year,68.48,4868.01,No
CUST-00985,Female,43,8,Fiber optic,Month-to-month,81.71,654.34,No
CUST-00986,Female,37,34,DSL,Month-to-month,55.33,1875.25,No
CUST-00987,Female,58,20,Fiber optic,Month-to-month,74.64,1497.01,Yes
CUST-00988,Female,66,57,DSL,Two year,48.31,2736.87,No
CUST-00989,Female,44,17,Fiber optic,Two year,68.74,1163.04,Yes
CUST-00990,Female,66,71,Fiber optic,Month-to-month,69.61,4954.54,No
CUST-00991,Female,29,42,DSL,Month-to-month,54.58,2280.63,No
CUST-00992,Female,24,5,Fiber optic,One year,65.45,308.97,Yes
CUST-00993,Female,20,66,DSL,Month-to-month,57.59,3782.56,Yes
CUST-00994,Female,27,11,Fiber optic,Month-to-month,70.17,759.02,Yes
CUST-00995,Female,51,11,Fiber optic,Month-to-month,76.27,819.74,No
CUST-00996,Male,42,65,DSL,Month-to-month,50.67,3276.92,No
CUST-00997,Male,52,1,No,Month-to-month,32.35,19.17,No
CUST-00998,Female,33,14,Fiber optic,Month-to-month,80.89,1145.31,No
CUST-00999,Female,19,22,No,Month-to-month,20.29,455.36,No
CUST-01000,Male,41,28,DSL,Two year,56.81,1579.93,No
CUST-01001,Female,27,6,No,Month-to-month,19.05,128.67,No
CUST-01002,Male,55,27,DSL,One year,47.99,1279.61,No
CUST-01003,Male,39,13,Fiber optic,Month-to-month,65.78,866.5,Yes
CUST-01004,Male,43,43,No,One year,24.64,1044.94,No
CUST-01005,Male,60,29,DSL,Month-to-month,62.94,1836.24,No
CUST-01006,Male,72,31,DSL,One year,52.41,1606.37,No
CUST-01007,Female,56,69,Fiber optic,Month-to-month,81.05,5603.76,No
CUST-01008,Male,44,5,Fiber optic,Two year,79.83,409.6,Yes
CUST-01009,Female,46,26,Fiber optic,Month-to-month,67.68,1758.7,No
CUST-01010,Female,64,23,DSL,Month-to-month,50.67,1180.37,Yes
CUST-01011,Male,55,33,Fiber optic,Two year,79.18,2624.62,Yes
CUST-01012,Male,37,39,DSL,One year,45.14,1766.79,No
CUST-01013,Female,44,46,No,Month-to-month,22.25,1009.48,No
CUST-01014,Male,58,23,Fiber optic,Two year,82.1,1885.23,No
CUST-01015,Male,71,64,Fiber optic,Month-to-month,78.61,5041.37,No
CUST-01016,Female,37,17,DSL,Month-to-month,54.65,923.85,Yes
CUST-01017,Female,61,43,No,Two year,21.13,902.5,No
CUST-01018,Male,36,56,Fiber optic,Month-to-month,82.1,4603.97,Yes
CUST-01019,Female,37,27,No,Two year,28.99,769.1,No
CUST-01020,Male,52,70,DSL,Month-to-month,51.77,3625.84,No
CUST-01021,Male,64,22,Fiber optic,One year,68.21,,Yes
CUST-01022,Male,19,33,Fiber optic,One year,67.91,2257.95,Yes
CUST-01023,Female,47,10,DSL,Two year,49.44,477.56,No
CUST-01024,Female,70,34,Fiber optic,One year,84.69,2883.98,No
CUST-01025,Female,51,41,DSL,Month-to-month,56.95,2352.76,No
CUST-01026,Female,39,27,Fiber optic,One year,73.78,1980.11,No
CUST-01027,Female,20,23,Fiber optic,Month-to-month,70.72,1607.91,Yes
CUST-01028,Male,23,7,Fiber optic,One year,69.63,474.21,Yes
CUST-01029,Male,32,52,Fiber optic,Two year,65.01,3366.6,No
CUST-01030,Male,44,71,Fiber optic,Month-to-month,72.06,5112.25,No
CUST-01031,Male,27,3,DSL,One year,59.74,161.96,Yes
CUST-01032,Female,26,4,Fiber optic,Month-to-month,81.6,342.98,No
CUST-01033,Male,50,48,No,Month-to-month,20.53,989.7,No
CUST-01034,Female,49,29,DSL,Month-to-month,56.5,1628.89,Yes
CUST-01035,Male,65,71,DSL,One year,46.45,3289.56,No
CUST-01036,Female,23,62,Fiber optic,Month-to-month,84.13,5231.36,No
CUST-01037,Female,58,46,Fiber optic,One year,78.88,3647.3,No
CUST-01038,Male,53,25,Fiber optic,Month-to-month,80.15,2022.19,Yes
CUST-01039,Male,19,56,Fiber optic,One year,76.74,4278.34,Yes
CUST-01040,Male,46,36,DSL,Month-to-month,57.67,2096.0,Yes
CUST-01041,Male,21,6,No,Two year,21.31,146.11,Yes
CUST-01042,Female,18,39,Fiber optic,Month-to-month,81.64,3174.03,No
CUST-01043,Male,36,38,DSL,One year,61.42,2317.06,No
CUST-01044,Male,43,61,DSL,Month-to-month,52.07,3192.09,No
CUST-01045,Female,42,52,Fiber optic,One year,78.66,4106.83,Yes
CUST-01046,Male,27,3,Fiber optic,Month-to-month,79.71,254.04,Yes
CUST-01047,Male,70,24,Fiber optic,One year,69.99,1684.6,Yes
CUST-01048,Male,32,6,No,Month-to-month,33.4,207.46,No
CUST-01049,Male,39,27,DSL,One year,60.28,1629.35,No
CUST-01050,Male,68,68,No,Month-to-month,27.41,1863.8,No
CUST-01051,Female,65,66,Fiber optic,Month-to-month,82.38,5436.41,No
CUST-01052,Male,38,19,Fiber optic,Month-to-month,70.61,1330.39,Yes
CUST-01053,Male,73,10,No,Month-to-month,30.99,308.99,No
CUST-01054,Male,39,66,Fiber optic,Month-to-month,72.87,4817.16,No
CUST-01055,Male,53,6,DSL,Two year,58.96,352.19,Yes
CUST-01056,Male,51,22,No,Two year,19.22,425.97,No
CUST-01057,Female,47,60,Fiber optic,One year,70.19,4213.58,No
CUST-01058,Male,42,70,Fiber optic,Month-to-month,77.26,5402.95,Yes
CUST-01059,Female,62,33,No,Month-to-month,29.01,952.36,No
CUST-01060,Female,45,18,Fiber optic,One year,68.6,1220.01,Yes
CUST-01061,Male,18,57,Fiber optic,Month-to-month,67.0,3809.65,No
CUST-01062,Male,66,8,Fiber optic,Two year,72.62,566.78,Yes
CUST-01063,Male,62,47,Fiber optic,Month-to-month,81.11,3799.39,No
CUST-01064,Male,21,40,DSL,Two year,61.99,2480.19,No
CUST-01065,Female,24,47,Fiber optic,Month-to-month,71.0,3339.52,Yes
CUST-01066,Male,66,44,DSL,One year,58.81,2570.08,No
CUST-01067,Male,26,24,Fiber optic,Month-to-month,77.6,1860.33,Yes
CUST-01068,Male,53,24,No,Two year,26.21,646.24,Yes
CUST-01069,Male,36,18,DSL,Month-to-month,47.42,868.34,Yes
CUST-01070,Male,18,38,DSL,One year,56.52,2153.65,No
CUST-01071,Male,27,26,DSL,Two year,52.1,1361.58,No
CUST-01072,Female,53,62,Fiber optic,Month-to-month,82.79,5128.39,No
CUST-01073,Female,26,67,No,Month-to-month,17.9,1185.8,No
CUST-01074,Male,62,18,Fiber optic,Month-to-month,77.63,1400.12,Yes
CUST-01075,Male,63,27,DSL,Month-to-month,48.24,1291.61,No
CUST-01076,Male,59,32,Fiber optic,Month-to-month,70.35,2256.97,Yes
CUST-01077,Female,49,9,Fiber optic,Month-to-month,82.26,734.83,No
CUST-01078,Male,49,29,Fiber optic,Month-to-month,73.28,2112.47,No
CUST-01079,Female,23,21,Fiber optic,One year,78.24,1660.67,Yes
CUST-01080,Male,65,2,DSL,One year,48.34,80.8,No
CUST-01081,Male,55,47,Fiber optic,Month-to-month,75.97,3551.58,No
CUST-01082,Male,34,1,DSL,Two year,46.67,37.16,No
CUST-01083,Male,27,53,DSL,Two year,62.71,3315.97,No
CUST-01084,Female,67,5,No,One year,27.53,122.9,Yes
CUST-01085,Female,44,39,Fiber optic,Month-to-month,78.27,3066.98,Yes
CUST-01086,Male,71,1,DSL,Month-to-month,64.5,66.12,Yes
CUST-01087,Male,67,72,No,One year,34.39,2484.05,No
CUST-01088,Female,52,1,Fiber optic,One year,77.62,83.05,Yes
CUST-01089,Female,69,54,DSL,Month-to-month,57.79,3113.08,No
CUST-01090,Female,38,71,Fiber optic,One year,81.09,5755.36,No
CUST-01091,Female,42,59,No,Month-to-month,21.07,1223.22,No
CUST-01092,Male,45,5,Fiber optic,Month-to-month,71.88,,No
CUST-01093,Female,64,18,DSL,One year,63.94,,No
CUST-01094,Male,32,26,Fiber optic,One year,70.86,,No
CUST-01095,Female,21,0,Fiber optic,Month-to-month,73.23,0.0,Yes
CUST-01096,Female,46,32,No,One year,18.27,593.98,No
CUST-01097,Female,26,39,DSL,Two year,50.26,1957.01,No
CUST-01098,Female,44,31,Fiber optic,One year,83.2,2591.47,No
CUST-01099,Female,43,68,DSL,One year,59.86,4082.73,No
CUST-01100,Male,36,16,Fiber optic,Month-to-month,68.65,1089.95,No
CUST-01101,Male,73,7,No,Month-to-month,20.44,148.01,Yes
CUST-01102,Female,45,56,DSL,Month-to-month,45.99,2576.99,Yes
CUST-01103,Female,34,41,DSL,One year,50.38,2074.35,No
CUST-01104,Male,60,8,Fiber optic,One year,68.01,543.85,No
CUST-01105,Female,74,34,Fiber optic,Month-to-month,80.99,2773.55,No
CUST-01106,Female,58,70,DSL,Month-to-month,51.6,3626.09,Yes
CUST-01107,Male,59,52,Fiber optic,Month-to-month,80.51,4169.53,Yes
CUST-01108,Female,67,53,No,Month-to-month,31.83,1699.72,Yes
CUST-01109,Female,37,24,Fiber optic,Two year,80.36,1918.67,No
CUST-01110,Male,62,66,Fiber optic,One year,79.75,5245.0,No
CUST-01111,Male,57,61,Fiber optic,Month-to-month,75.42,4620.07,No
CUST-01112,Male,56,54,No,One year,21.24,1140.0,No
CUST-01113,Female,66,45,DSL,One year,63.75,2869.52,No
CUST-01114,Male,70,23,DSL,One year,48.97,1141.91,No
CUST-01115,Male,40,45,Fiber optic,Month-to-month,67.26,3031.95,Yes
CUST-01116,Male,64,21,Fiber optic,Month-to-month,70.52,1465.75,Yes
CUST-01117,Male,49,10,No,Month-to-month,15.84,169.74,No
CUST-01118,Male,69,47,DSL,Two year,52.43,2447.69,No
CUST-01119,Male,64,7,No,One year,27.37,208.84,No
CUST-01120,Female,50,38,No,One year,16.2,621.21,No
CUST-01121,Female,74,34,Fiber optic,Month-to-month,67.52,2284.87,No
CUST-01122,Male,63,48,Fiber optic,Month-to-month,80.13,3858.65,Yes
CUST-01123,Male,22,45,DSL,Month-to-month,58.78,2639.65,No
CUST-01124,Male,60,37,DSL,Two year,54.71,2021.62,No
CUST-01125,Female,65,7,No,Month-to-month,18.8,119.03,No
CUST-01126,Female,51,53,Fiber optic,Month-to-month,70.51,3750.1,No
CUST-01127,Female,57,36,DSL,Two year,46.38,1655.79,No
CUST-01128,Female,28,39,Fiber optic,One year,72.34,2801.38,No
CUST-01129,Female,67,33,No,One year,18.71,598.2,No
CUST-01130,Female,20,16,Fiber optic,Month-to-month,69.78,1125.25,Yes
CUST-01131,Female,50,32,DSL,One year,52.75,1688.96,No
CUST-01132,Female,28,46,Fiber optic,Month-to-month,77.26,3546.9,Yes
CUST-01133,Female,33,51,Fiber optic,One year,75.46,3831.33,Yes
CUST-01134,Male,35,8,DSL,Month-to-month,62.47,487.84,Yes
CUST-01135,Male,47,32,DSL,Month-to-month,56.42,1818.9,No
CUST-01136,Male,65,59,Fiber optic,One year,79.03,4652.79,No
CUST-01137,Male,72,20,Fiber optic,One year,66.42,1345.56,No
CUST-01138,Female,27,57,DSL,One year,62.8,3562.53,No
CUST-01139,Female,35,68,DSL,Month-to-month,56.16,3836.44,No
CUST-01140,Male,55,9,DSL,Month-to-month,59.17,545.46,Yes
CUST-01141,Female,36,5,DSL,One year,46.41,224.19,No
CUST-01142,Male,53,12,DSL,One year,46.94,572.32,No
CUST-01143,Female,30,64,Fiber optic,Two year,75.52,4823.48,No
CUST-01144,Male,73,19,Fiber optic,One year,79.98,1516.3,No
CUST-01145,Female,63,56,Fiber optic,Month-to-month,72.16,4039.27,No
CUST-01146,Female,20,45,Fiber optic,Two year,68.34,3062.34,No
CUST-01147,Male,27,7,DSL,Month-to-month,48.16,357.08,Yes
CUST-01148,Female,55,9,Fiber optic,Month-to-month,71.3,661.39,Yes
CUST-01149,Male,18,72,DSL,Month-to-month,60.28,4337.65,No
CUST-01150,Male,72,66,DSL,Month-to-month,56.26,3701.91,No
CUST-01151,Male,73,10,DSL,One year,50.08,519.28,No
CUST-01152,Male,44,11,No,One year,29.53,344.11,No
CUST-01153,Female,63,9,DSL,One year,64.87,575.89,No
CUST-01154,Female,25,24,No,Month-to-month,32.11,751.61,No
CUST-01155,Female,68,48,Fiber optic,Month-to-month,70.52,3387.07,No
CUST-01156,Male,63,48,Fiber optic,Month-to-month,68.09,3250.04,Yes
CUST-01157,Female,59,10,Fiber optic,One year,72.34,726.7,No
CUST-01158,Male,34,61,DSL,Month-to-month,46.84,2853.12,No
CUST-01159,Female,26,35,DSL,Two year,59.47,2093.22,No
CUST-01160,Female,23,38,No,Month-to-month,28.79,1097.14,No
CUST-01161,Female,60,52,Fiber optic,Month-to-month,71.01,3701.64,Yes
CUST-01162,Male,42,55,DSL,One year,46.12,2547.35,No
CUST-01163,Female,56,0,DSL,Two year,53.33,0.0,No
CUST-01164,Female,66,55,No,Month-to-month,19.53,1080.5,Yes
CUST-01165,Male,45,3,No,One year,30.55,86.94,Yes
CUST-01166,Female,50,29,Fiber optic,Two year,75.8,2184.14,No
CUST-01167,Male,71,11,DSL,Two year,46.01,515.38,No
CUST-01168,Female,54,34,No,One year,26.9,914.88,No
CUST-01169,Male,26,51,DSL,One year,52.89,2682.5,No
CUST-01170,Male,35,30,Fiber optic,Month-to-month,65.99,1975.55,No
CUST-01171,Female,73,67,Fiber optic,Two year,80.48,5377.14,No
CUST-01172,Male,38,51,Fiber optic,Month-to-month,74.76,3818.71,No
CUST-01173,Male,19,6,Fiber optic,Two year,79.71,468.13,No
CUST-01174,Male,60,21,No,Month-to-month,21.47,467.8,No
CUST-01175,Male,55,55,Fiber optic,Month-to-month,73.47,4034.83,No
CUST-01176,Male,57,57,Fiber optic,One year,65.48,3724.79,No
CUST-01177,Male,53,63,DSL,Month-to-month,64.8,4080.29,Yes
CUST-01178,Female,67,11,DSL,Month-to-month,61.36,662.99,No
CUST-01179,Male,60,6,DSL,One year,62.06,356.83,No
CUST-01180,Male,54,54,Fiber optic,One year,83.53,4525.62,Yes
CUST-01181,Female,32,61,Fiber optic,One year,78.88,4795.88,Yes
CUST-01182,Female,45,72,DSL,Month-to-month,49.18,3542.49,No
CUST-01183,Female,35,54,DSL,One year,50.17,2708.67,No
CUST-01184,Female,51,35,DSL,Month-to-month,58.98,2044.86,No
CUST-01185,Female,39,23,Fiber optic,Month-to-month,65.87,1501.81,No
CUST-01186,Female,28,43,Fiber optic,One year,77.36,3308.57,Yes
CUST-01187,Female,74,16,Fiber optic,Two year,72.77,1155.22,No
CUST-01188,Male,30,1,Fiber optic,Month-to-month,82.29,63.05,Yes
CUST-01189,Male,21,12,Fiber optic,One year,69.62,830.71,Yes
CUST-01190,Female,39,30,Fiber optic,Month-to-month,71.31,2153.94,Yes
CUST-01191,Male,24,27,DSL,Month-to-month,55.01,1483.67,Yes
CUST-01192,Male,60,59,Fiber optic,Month-to-month,69.95,4128.1,Yes
CUST-01193,Male,71,26,Fiber optic,Two year,68.14,1765.51,No
CUST-01194,Female,41,14,DSL,Two year,49.72,715.27,No
CUST-01195,Female,21,32,No,One year,27.52,895.65,No
CUST-01196,Male,45,19,Fiber optic,One year,65.59,1248.39,Yes
CUST-01197,Female,32,41,Fiber optic,One year,82.94,3406.96,No
CUST-01198,Male,18,11,Fiber optic,Month-to-month,84.21,930.83,Yes
CUST-01199,Male,72,72,DSL,Month-to-month,49.81,3572.23,No
CUST-01200,Male,20,22,DSL,Month-to-month,51.59,1136.57,Yes
CUST-01201,Male,31,71,Fiber optic,One year,75.83,5395.73,No
CUST-01202,Female,55,13,DSL,Two year,59.1,769.29,No
CUST-01203,Female,67,24,DSL,Month-to-month,64.52,1534.18,No
CUST-01204,Female,74,30,No,Month-to-month,21.35,642.79,Yes
CUST-01205,Male,18,53,Fiber optic,Month-to-month,71.35,3796.84,No
CUST-01206,Female,55,4,DSL,Two year,62.6,246.97,No
CUST-01207,Male,55,12,DSL,Month-to-month,63.68,779.87,Yes
CUST-01208,Female,38,27,Fiber optic,Month-to-month,80.58,2159.99,No
CUST-01209,Male,65,42,DSL,One year,57.24,2394.74,No
CUST-01210,Male,46,46,DSL,One year,49.64,2291.1,No
CUST-01211,Male,22,70,Fiber optic,Month-to-month,74.53,5217.34,No
CUST-01212,Female,66,37,DSL,Month-to-month,52.48,1955.82,Yes
CUST-01213,Female,27,66,Fiber optic,One year,68.87,4526.39,Yes
CUST-01214,Female,45,61,Fiber optic,Month-to-month,70.4,4290.75,No
CUST-01215,Female,38,38,DSL,Two year,60.16,2268.56,No
CUST-01216,Male,67,36,DSL,One year,62.34,2243.93,No
CUST-01217,Female,24,7,Fiber optic,Month-to-month,69.94,485.74,No
CUST-01218,Female,20,51,Fiber optic,Month-to-month,72.61,3695.5,No
CUST-01219,Male,62,32,DSL,Month-to-month,56.88,1821.04,No
CUST-01220,Male,64,41,DSL,Month-to-month,55.41,2270.0,Yes
CUST-01221,Male,37,26,No,Two year,34.92,908.58,No
CUST-01222,Female,36,7,DSL,Two year,56.15,393.72,No
CUST-01223,Male,52,22,No,Month-to-month,20.82,454.04,No
CUST-01224,Male,21,63,DSL,Month-to-month,54.23,3413.2,Yes
CUST-01225,Male,22,19,DSL,Month-to-month,55.34,1037.14,No
CUST-01226,Female,18,15,Fiber optic,Month-to-month,79.45,1176.32,No
CUST-01227,Male,21,16,DSL,One year,58.92,928.17,No
CUST-01228,Female,29,18,DSL,Month-to-month,48.58,878.01,Yes
CUST-01229,Female,44,7,DSL,Two year,54.09,368.66,No
CUST-01230,Male,73,37,No,Month-to-month,30.93,1153.13,Yes
CUST-01231,Male,59,37,Fiber optic,One year,73.99,2732.07,No
CUST-01232,Female,40,52,Fiber optic,Two year,80.82,4203.18,No
CUST-01233,Male,42,30,Fiber optic,Month-to-month,72.61,2189.09,No
CUST-01234,Male,38,43,Fiber optic,Month-to-month,78.19,3348.2,Yes
CUST-01235,Female,69,59,Fiber optic,Month-to-month,79.24,4672.0,No
CUST-01236,Female,41,16,DSL,Month-to-month,53.93,867.86,Yes
CUST-01237,Male,42,72,DSL,Two year,49.06,3537.01,No
CUST-01238,Female,62,38,DSL,Two year,62.11,,No
CUST-01239,Male,72,41,DSL,Two year,49.76,2043.61,No
CUST-01240,Male,63,47,DSL,Two year,46.59,2193.64,No
CUST-01241,Male,49,11,DSL,Month-to-month,57.4,633.65,Yes
CUST-01242,Female,72,17,No,Two year,17.97,311.54,No
CUST-01243,Male,49,5,No,Two year,28.34,155.22,No
CUST-01244,Male,22,42,DSL,Month-to-month,45.98,1927.86,No
CUST-01245,Male,53,34,DSL,Month-to-month,57.22,1953.2,No
CUST-01246,Female,63,53,DSL,One year,48.55,2571.28,No
CUST-01247,Female,59,61,DSL,Month-to-month,46.86,2850.59,No
CUST-01248,Female,66,68,DSL,Month-to-month,46.35,3149.12,No
CUST-01249,Female,59,15,No,Two year,17.69,273.15,No
CUST-01250,Female,56,7,DSL,Two year,55.49,396.28,No
CUST-01251,Male,33,30,DSL,Month-to-month,59.59,1793.0,No
CUST-01252,Female,50,9,DSL,Month-to-month,58.77,546.31,Yes
CUST-01253,Female,66,55,No,Two year,27.18,1487.39,No
CUST-01254,Female,38,69,No,One year,22.08,1508.51,No
CUST-01255,Male,26,19,Fiber optic,Month-to-month,77.64,1474.81,Yes
CUST-01256,Female,23,4,Fiber optic,One year,79.17,,Yes
CUST-01257,Female,68,22,DSL,Two year,57.51,1249.92,No
CUST-01258,Male,62,8,DSL,Two year,64.98,516.4,No
CUST-01259,Female,52,57,Fiber optic,Month-to-month,77.75,4412.21,Yes
CUST-01260,Male,56,58,Fiber optic,Month-to-month,80.8,4678.94,Yes
CUST-01261,Male,39,53,DSL,Two year,45.12,2398.93,No
CUST-01262,Male,58,45,DSL,Month-to-month,57.32,2560.56,No
CUST-01263,Male,71,21,Fiber optic,One year,71.76,1513.83,No
CUST-01264,Male,22,63,DSL,Month-to-month,57.91,3647.78,No
CUST-01265,Female,59,7,Fiber optic,Month-to-month,75.74,523.58,Yes
CUST-01266,Male,40,19,Fiber optic,Month-to-month,79.85,1530.59,No
CUST-01267,Male,34,50,DSL,Month-to-month,51.31,2566.94,No
CUST-01268,Female,29,38,Fiber optic,Two year,80.99,3093.17,No
CUST-01269,Male,40,36,No,Month-to-month,20.61,723.18,No
CUST-01270,Female,33,49,DSL,Two year,61.85,3033.4,No
CUST-01271,Female,20,33,DSL,Two year,62.29,2065.69,No
CUST-01272,Female,47,32,DSL,Month-to-month,45.63,1456.8,Yes
CUST-01273,Male,74,30,Fiber optic,One year,74.04,2239.17,No
CUST-01274,Male,39,53,No,Month-to-month,17.24,925.36,No
CUST-01275,Male,26,43,Fiber optic,One year,73.88,3157.64,No
CUST-01276,Female,46,33,DSL,One year,48.8,1627.49,No
CUST-01277,Male,64,70,No,Month-to-month,30.51,2121.48,No
CUST-01278,Male,54,61,Fiber optic,Month-to-month,83.76,5116.46,No
CUST-01279,Male,40,22,Fiber optic,One year,74.19,1640.67,Yes
CUST-01280,Female,30,45,DSL,Two year,63.65,2871.59,No
CUST-01281,Female,49,55,DSL,Month-to-month,54.34,2970.41,No
CUST-01282,Male,63,6,Fiber optic,One year,71.25,430.6,No
CUST-01283,Male,69,60,Fiber optic,Month-to-month,71.42,4272.76,Yes
CUST-01284,Male,64,2,Fiber optic,Two year,73.82,132.35,Yes
CUST-01285,Male,65,37,DSL,Month-to-month,45.31,1681.21,Yes
CUST-01286,Female,40,33,Fiber optic,One year,72.01,2368.95,No
CUST-01287,Female,62,43,No,Month-to-month,20.67,878.4,No
CUST-01288,Female,34,29,No,One year,21.77,629.21,No
CUST-01289,Female,72,16,DSL,Two year,58.51,920.4,No
CUST-01290,Male,57,58,Fiber optic,One year,68.58,3981.47,No
CUST-01291,Male,38,9,Fiber optic,One year,78.99,715.54,No
CUST-01292,Male,19,17,No,One year,29.26,504.22,No
CUST-01293,Female,54,44,Fiber optic,Two year,80.11,3523.68,No
CUST-01294,Male,23,58,No,One year,33.39,1935.57,No
CUST-01295,Female,61,61,No,Two year,29.2,1780.08,No
CUST-01296,Female,35,58,DSL,One year,62.22,3613.55,No
CUST-01297,Male,47,48,Fiber optic,One year,78.99,3798.24,No
CUST-01298,Male,39,62,Fiber optic,Month-to-month,74.07,4573.28,Yes
CUST-01299,Male,71,31,DSL,One year,54.22,1667.8,No
CUST-01300,Female,50,9,DSL,Month-to-month,47.55,412.05,No
CUST-01301,Male,47,10,DSL,Two year,51.52,521.15,No
CUST-01302,Female,34,69,Fiber optic,One year,73.02,5034.66,No
CUST-01303,Male,60,61,DSL,Two year,64.48,3928.5,No
CUST-01304,Female,49,46,No,Month-to-month,26.82,1245.07,No
CUST-01305,Female,59,33,Fiber optic,Month-to-month,75.89,2493.83,Yes
CUST-01306,Male,68,16,Fiber optic,Two year,83.62,1340.84,No
CUST-01307,Female,31,53,DSL,Month-to-month,54.26,2877.89,Yes
CUST-01308,Female,27,39,Fiber optic,Month-to-month,84.12,3263.37,No
CUST-01309,Male,64,18,Fiber optic,Two year,80.43,1442.84,No
CUST-01310,Female,68,66,DSL,One year,46.81,3102.18,No
CUST-01311,Male,53,52,No,Month-to-month,27.72,1421.59,Yes
CUST-01312,Female,51,63,Fiber optic,Two year,75.63,4759.98,No
CUST-01313,Male,26,46,DSL,Month-to-month,58.63,2689.66,No
CUST-01314,Male,59,5,No,Two year,21.09,123.19,No
CUST-01315,Female,45,15,DSL,Month-to-month,51.89,,No
CUST-01316,Female,28,71,Fiber optic,One year,73.08,5174.06,No
CUST-01317,Female,31,17,Fiber optic,Month-to-month,75.98,1273.75,No
CUST-01318,Female,56,51,DSL,One year,52.18,2675.88,No
CUST-01319,Female,72,47,Fiber optic,Month-to-month,79.04,3710.86,Yes
CUST-01320,Male,64,42,Fiber optic,Two year,72.63,3052.32,No
CUST-01321,Female,71,38,Fiber optic,Month-to-month,68.76,2608.44,No
CUST-01322,Male,36,48,DSL,Month-to-month,48.09,2327.99,Yes
CUST-01323,Male,71,11,DSL,One year,46.43,491.41,No
CUST-01324,Female,32,9,DSL,Month-to-month,53.73,503.22,No
CUST-01325,Male,45,70,No,Month-to-month,23.32,1630.44,No
CUST-01326,Male,41,54,DSL,Month-to-month,53.51,2876.95,No
CUST-01327,Male,25,0,Fiber optic,Month-to-month,74.0,0.0,Yes
CUST-01328,Male,60,48,No,Month-to-month,27.09,1303.51,Yes
CUST-01329,Female,26,35,Fiber optic,Month-to-month,75.03,2622.64,Yes
CUST-01330,Male,64,20,No,Month-to-month,34.56,694.02,Yes
CUST-01331,Female,50,36,No,One year,24.63,894.32,No
CUST-01332,Female,50,23,Fiber optic,One year,84.67,1966.79,No
CUST-01333,Male,36,54,DSL,Month-to-month,46.56,2530.09,No
CUST-01334,Female,20,24,DSL,Two year,59.83,1454.43,No
CUST-01335,Female,27,6,DSL,Two year,60.96,358.27,No
CUST-01336,Female,57,70,Fiber optic,Month-to-month,80.57,5638.69,Yes
CUST-01337,Male,64,70,DSL,Month-to-month,59.68,4174.18,No
CUST-01338,Female,59,23,Fiber optic,Two year,70.78,1609.45,No
CUST-01339,Female,18,10,DSL,Month-to-month,59.54,597.94,No
CUST-01340,Female,46,72,DSL,Month-to-month,48.38,3465.54,No
CUST-01341,Male,67,11,Fiber optic,Month-to-month,77.49,843.82,Yes
CUST-01342,Female,51,34,DSL,One year,62.03,2100.1,No
CUST-01343,Male,68,62,Fiber optic,Month-to-month,82.16,5074.31,Yes
CUST-01344,Male,30,67,No,One year,26.84,1784.02,No
CUST-01345,Male,71,56,Fiber optic,One year,70.23,3940.63,No
CUST-01346,Male,18,12,DSL,One year,62.24,740.6,No
CUST-01347,Male,51,22,No,Two year,33.68,727.1,No
CUST-01348,Male,46,38,DSL,Month-to-month,60.41,2285.0,No
CUST-01349,Female,65,11,Fiber optic,One year,69.22,770.76,No
CUST-01350,Male,64,33,DSL,Month-to-month,60.11,1968.26,No
CUST-01351,Female,30,70,DSL,Month-to-month,51.03,3581.76,No
